Country_Code,Country_Name,Indicator_Code,Clean_Name,Observed_Values,Internal_Max_Missing_Gap,Interpolated_Values,Status
URY,Uruguay,SH.DYN.MORT,Under5_mortality,24,0,0,kept
URY,Uruguay,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
URY,Uruguay,SP.POP.TOTL,Population,24,0,0,kept
USA,United States,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
USA,United States,SH.DYN.MORT,Under5_mortality,24,0,0,kept
USA,United States,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
USA,United States,SP.POP.TOTL,Population,24,0,0,kept
UZB,Uzbekistan,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
UZB,Uzbekistan,SH.DYN.MORT,Under5_mortality,24,0,0,kept
UZB,Uzbekistan,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
UZB,Uzbekistan,SP.POP.TOTL,Population,24,0,0,kept
VCT,St. Vincent and the Grenadines,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
VCT,St. Vincent and the Grenadines,SH.DYN.MORT,Under5_mortality,24,0,0,kept
VCT,St. Vincent and the Grenadines,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
VCT,St. Vincent and the Grenadines,SP.POP.TOTL,Population,24,0,0,kept
VEN,"Venezuela, RB",SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
VEN,"Venezuela, RB",SH.DYN.MORT,Under5_mortality,24,0,0,kept
VEN,"Venezuela, RB",SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,6,0,0,kept
VEN,"Venezuela, RB",SP.POP.TOTL,Population,24,0,0,kept
VGB,British Virgin Islands,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
VGB,British Virgin Islands,SH.DYN.MORT,Under5_mortality,24,0,0,kept
VGB,British Virgin Islands,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
VGB,British Virgin Islands,SP.POP.TOTL,Population,24,0,0,kept
VIR,Virgin Islands (US),SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
VIR,Virgin Islands (US),SH.DYN.MORT,Under5_mortality,0,24,0,dropped_no_observation
VIR,Virgin Islands (US),SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
VIR,Virgin Islands (US),SP.POP.TOTL,Population,24,0,0,kept
VNM,Viet Nam,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
VNM,Viet Nam,SH.DYN.MORT,Under5_mortality,24,0,0,kept
VNM,Viet Nam,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
VNM,Viet Nam,SP.POP.TOTL,Population,24,0,0,kept
VUT,Vanuatu,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
VUT,Vanuatu,SH.DYN.MORT,Under5_mortality,24,0,0,kept
VUT,Vanuatu,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
VUT,Vanuatu,SP.POP.TOTL,Population,24,0,0,kept
WSM,Samoa,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
WSM,Samoa,SH.DYN.MORT,Under5_mortality,24,0,0,kept
WSM,Samoa,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
WSM,Samoa,SP.POP.TOTL,Population,24,0,0,kept
XKX,Kosovo,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
XKX,Kosovo,SH.DYN.MORT,Under5_mortality,24,0,0,kept
XKX,Kosovo,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
XKX,Kosovo,SP.POP.TOTL,Population,24,0,0,kept
YEM,"Yemen, Rep.",SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
YEM,"Yemen, Rep.",SH.DYN.MORT,Under5_mortality,24,0,0,kept
YEM,"Yemen, Rep.",SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
YEM,"Yemen, Rep.",SP.POP.TOTL,Population,24,0,0,kept
ZAF,South Africa,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ZAF,South Africa,SH.DYN.MORT,Under5_mortality,24,0,0,kept
ZAF,South Africa,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
ZAF,South Africa,SP.POP.TOTL,Population,24,0,0,kept
ZMB,Zambia,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ZMB,Zambia,SH.DYN.MORT,Under5_mortality,24,0,0,kept
ZMB,Zambia,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
ZMB,Zambia,SP.POP.TOTL,Population,24,0,0,kept
ZWE,Zimbabwe,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ZWE,Zimbabwe,SH.DYN.MORT,Under5_mortality,24,0,0,kept
ZWE,Zimbabwe,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,14,0,0,kept
ZWE,Zimbabwe,SP.POP.TOTL,Population,24,0,0,kept
