Country_Code,Country_Name,Indicator_Code,Clean_Name,Observed_Values,Internal_Max_Missing_Gap,Interpolated_Values,Status
ABW,Aruba,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ABW,Aruba,SH.DYN.MORT,Under5_mortality,0,24,0,dropped_no_observation
ABW,Aruba,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
ABW,Aruba,SP.POP.TOTL,Population,24,0,0,kept
AFG,Afghanistan,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
AFG,Afghanistan,SH.DYN.MORT,Under5_mortality,24,0,0,kept
AFG,Afghanistan,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,22,0,0,kept
AFG,Afghanistan,SP.POP.TOTL,Population,24,0,0,kept
AGO,Angola,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
AGO,Angola,SH.DYN.MORT,Under5_mortality,24,0,0,kept
AGO,Angola,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
AGO,Angola,SP.POP.TOTL,Population,24,0,0,kept
ALB,Albania,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ALB,Albania,SH.DYN.MORT,Under5_mortality,24,0,0,kept
ALB,Albania,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
ALB,Albania,SP.POP.TOTL,Population,24,0,0,kept
AND,Andorra,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
AND,Andorra,SH.DYN.MORT,Under5_mortality,24,0,0,kept
AND,Andorra,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
AND,Andorra,SP.POP.TOTL,Population,24,0,0,kept
ARE,United Arab Emirates,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ARE,United Arab Emirates,SH.DYN.MORT,Under5_mortality,24,0,0,kept
ARE,United Arab Emirates,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
ARE,United Arab Emirates,SP.POP.TOTL,Population,24,0,0,kept
ARG,Argentina,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ARG,Argentina,SH.DYN.MORT,Under5_mortality,24,0,0,kept
ARG,Argentina,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
ARG,Argentina,SP.POP.TOTL,Population,24,0,0,kept
ARM,Armenia,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ARM,Armenia,SH.DYN.MORT,Under5_mortality,24,0,0,kept
ARM,Armenia,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
ARM,Armenia,SP.POP.TOTL,Population,24,0,0,kept
ASM,American Samoa,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ASM,American Samoa,SH.DYN.MORT,Under5_mortality,0,24,0,dropped_no_observation
ASM,American Samoa,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
ASM,American Samoa,SP.POP.TOTL,Population,24,0,0,kept
ATG,Antigua and Barbuda,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ATG,Antigua and Barbuda,SH.DYN.MORT,Under5_mortality,24,0,0,kept
ATG,Antigua and Barbuda,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
ATG,Antigua and Barbuda,SP.POP.TOTL,Population,24,0,0,kept
AUS,Australia,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
AUS,Australia,SH.DYN.MORT,Under5_mortality,24,0,0,kept
AUS,Australia,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
AUS,Australia,SP.POP.TOTL,Population,24,0,0,kept
AUT,Austria,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
AUT,Austria,SH.DYN.MORT,Under5_mortality,24,0,0,kept
AUT,Austria,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
AUT,Austria,SP.POP.TOTL,Population,24,0,0,kept
AZE,Azerbaijan,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
AZE,Azerbaijan,SH.DYN.MORT,Under5_mortality,24,0,0,kept
AZE,Azerbaijan,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
AZE,Azerbaijan,SP.POP.TOTL,Population,24,0,0,kept
BDI,Burundi,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BDI,Burundi,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BDI,Burundi,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BDI,Burundi,SP.POP.TOTL,Population,24,0,0,kept
BEL,Belgium,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BEL,Belgium,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BEL,Belgium,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BEL,Belgium,SP.POP.TOTL,Population,24,0,0,kept
BEN,Benin,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BEN,Benin,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BEN,Benin,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BEN,Benin,SP.POP.TOTL,Population,24,0,0,kept
BFA,Burkina Faso,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BFA,Burkina Faso,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BFA,Burkina Faso,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BFA,Burkina Faso,SP.POP.TOTL,Population,24,0,0,kept
BGD,Bangladesh,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BGD,Bangladesh,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BGD,Bangladesh,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BGD,Bangladesh,SP.POP.TOTL,Population,24,0,0,kept
BGR,Bulgaria,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BGR,Bulgaria,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BGR,Bulgaria,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BGR,Bulgaria,SP.POP.TOTL,Population,24,0,0,kept
BHR,Bahrain,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BHR,Bahrain,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BHR,Bahrain,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BHR,Bahrain,SP.POP.TOTL,Population,24,0,0,kept
BHS,"Bahamas, The",SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BHS,"Bahamas, The",SH.DYN.MORT,Under5_mortality,24,0,0,kept
BHS,"Bahamas, The",SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BHS,"Bahamas, The",SP.POP.TOTL,Population,24,0,0,kept
BIH,Bosnia and Herzegovina,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BIH,Bosnia and Herzegovina,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BIH,Bosnia and Herzegovina,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BIH,Bosnia and Herzegovina,SP.POP.TOTL,Population,24,0,0,kept
BLR,Belarus,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BLR,Belarus,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BLR,Belarus,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BLR,Belarus,SP.POP.TOTL,Population,24,0,0,kept
BLZ,Belize,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BLZ,Belize,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BLZ,Belize,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BLZ,Belize,SP.POP.TOTL,Population,24,0,0,kept
BMU,Bermuda,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BMU,Bermuda,SH.DYN.MORT,Under5_mortality,0,24,0,dropped_no_observation
BMU,Bermuda,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
BMU,Bermuda,SP.POP.TOTL,Population,24,0,0,kept
BOL,Bolivia,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BOL,Bolivia,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BOL,Bolivia,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BOL,Bolivia,SP.POP.TOTL,Population,24,0,0,kept
BRA,Brazil,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BRA,Brazil,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BRA,Brazil,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BRA,Brazil,SP.POP.TOTL,Population,24,0,0,kept
BRB,Barbados,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BRB,Barbados,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BRB,Barbados,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BRB,Barbados,SP.POP.TOTL,Population,24,0,0,kept
BRN,Brunei Darussalam,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BRN,Brunei Darussalam,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BRN,Brunei Darussalam,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BRN,Brunei Darussalam,SP.POP.TOTL,Population,24,0,0,kept
BTN,Bhutan,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BTN,Bhutan,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BTN,Bhutan,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BTN,Bhutan,SP.POP.TOTL,Population,24,0,0,kept
BWA,Botswana,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
BWA,Botswana,SH.DYN.MORT,Under5_mortality,24,0,0,kept
BWA,Botswana,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
BWA,Botswana,SP.POP.TOTL,Population,24,0,0,kept
CAF,Central African Republic,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CAF,Central African Republic,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CAF,Central African Republic,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CAF,Central African Republic,SP.POP.TOTL,Population,24,0,0,kept
CAN,Canada,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CAN,Canada,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CAN,Canada,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CAN,Canada,SP.POP.TOTL,Population,24,0,0,kept
CHE,Switzerland,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CHE,Switzerland,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CHE,Switzerland,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CHE,Switzerland,SP.POP.TOTL,Population,24,0,0,kept
CHI,Channel Islands,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CHI,Channel Islands,SH.DYN.MORT,Under5_mortality,0,24,0,dropped_no_observation
CHI,Channel Islands,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
CHI,Channel Islands,SP.POP.TOTL,Population,24,0,0,kept
CHL,Chile,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CHL,Chile,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CHL,Chile,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CHL,Chile,SP.POP.TOTL,Population,24,0,0,kept
CHN,China,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CHN,China,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CHN,China,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CHN,China,SP.POP.TOTL,Population,24,0,0,kept
CIV,Côte d'Ivoire,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CIV,Côte d'Ivoire,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CIV,Côte d'Ivoire,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CIV,Côte d'Ivoire,SP.POP.TOTL,Population,24,0,0,kept
CMR,Cameroon,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CMR,Cameroon,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CMR,Cameroon,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CMR,Cameroon,SP.POP.TOTL,Population,24,0,0,kept
COD,"Congo, Dem. Rep.",SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
COD,"Congo, Dem. Rep.",SH.DYN.MORT,Under5_mortality,24,0,0,kept
COD,"Congo, Dem. Rep.",SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
COD,"Congo, Dem. Rep.",SP.POP.TOTL,Population,24,0,0,kept
COG,"Congo, Rep.",SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
COG,"Congo, Rep.",SH.DYN.MORT,Under5_mortality,24,0,0,kept
COG,"Congo, Rep.",SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
COG,"Congo, Rep.",SP.POP.TOTL,Population,24,0,0,kept
COL,Colombia,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
COL,Colombia,SH.DYN.MORT,Under5_mortality,24,0,0,kept
COL,Colombia,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
COL,Colombia,SP.POP.TOTL,Population,24,0,0,kept
COM,Comoros,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
COM,Comoros,SH.DYN.MORT,Under5_mortality,24,0,0,kept
COM,Comoros,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
COM,Comoros,SP.POP.TOTL,Population,24,0,0,kept
CPV,Cabo Verde,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CPV,Cabo Verde,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CPV,Cabo Verde,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CPV,Cabo Verde,SP.POP.TOTL,Population,24,0,0,kept
CRI,Costa Rica,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CRI,Costa Rica,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CRI,Costa Rica,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CRI,Costa Rica,SP.POP.TOTL,Population,24,0,0,kept
CUB,Cuba,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CUB,Cuba,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CUB,Cuba,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CUB,Cuba,SP.POP.TOTL,Population,24,0,0,kept
CUW,Curaçao,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CUW,Curaçao,SH.DYN.MORT,Under5_mortality,0,24,0,dropped_no_observation
CUW,Curaçao,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
CUW,Curaçao,SP.POP.TOTL,Population,24,0,0,kept
CYM,Cayman Islands,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CYM,Cayman Islands,SH.DYN.MORT,Under5_mortality,0,24,0,dropped_no_observation
CYM,Cayman Islands,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
CYM,Cayman Islands,SP.POP.TOTL,Population,24,0,0,kept
CYP,Cyprus,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CYP,Cyprus,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CYP,Cyprus,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CYP,Cyprus,SP.POP.TOTL,Population,24,0,0,kept
CZE,Czechia,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CZE,Czechia,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CZE,Czechia,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CZE,Czechia,SP.POP.TOTL,Population,24,0,0,kept
DEU,Germany,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
DEU,Germany,SH.DYN.MORT,Under5_mortality,24,0,0,kept
DEU,Germany,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
DEU,Germany,SP.POP.TOTL,Population,24,0,0,kept
DJI,Djibouti,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
DJI,Djibouti,SH.DYN.MORT,Under5_mortality,24,0,0,kept
DJI,Djibouti,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
DJI,Djibouti,SP.POP.TOTL,Population,24,0,0,kept
DMA,Dominica,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
DMA,Dominica,SH.DYN.MORT,Under5_mortality,24,0,0,kept
DMA,Dominica,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
DMA,Dominica,SP.POP.TOTL,Population,24,0,0,kept
DNK,Denmark,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
DNK,Denmark,SH.DYN.MORT,Under5_mortality,24,0,0,kept
DNK,Denmark,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
DNK,Denmark,SP.POP.TOTL,Population,24,0,0,kept
DOM,Dominican Republic,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
DOM,Dominican Republic,SH.DYN.MORT,Under5_mortality,24,0,0,kept
DOM,Dominican Republic,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
DOM,Dominican Republic,SP.POP.TOTL,Population,24,0,0,kept
DZA,Algeria,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
DZA,Algeria,SH.DYN.MORT,Under5_mortality,24,0,0,kept
DZA,Algeria,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
DZA,Algeria,SP.POP.TOTL,Population,24,0,0,kept
ECU,Ecuador,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ECU,Ecuador,SH.DYN.MORT,Under5_mortality,24,0,0,kept
ECU,Ecuador,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
ECU,Ecuador,SP.POP.TOTL,Population,24,0,0,kept
EGY,"Egypt, Arab Rep.",SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
EGY,"Egypt, Arab Rep.",SH.DYN.MORT,Under5_mortality,24,0,0,kept
EGY,"Egypt, Arab Rep.",SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
EGY,"Egypt, Arab Rep.",SP.POP.TOTL,Population,24,0,0,kept
ERI,Eritrea,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ERI,Eritrea,SH.DYN.MORT,Under5_mortality,24,0,0,kept
ERI,Eritrea,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
ERI,Eritrea,SP.POP.TOTL,Population,24,0,0,kept
ESP,Spain,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ESP,Spain,SH.DYN.MORT,Under5_mortality,24,0,0,kept
ESP,Spain,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
ESP,Spain,SP.POP.TOTL,Population,24,0,0,kept
EST,Estonia,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
EST,Estonia,SH.DYN.MORT,Under5_mortality,24,0,0,kept
EST,Estonia,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
EST,Estonia,SP.POP.TOTL,Population,24,0,0,kept
ETH,Ethiopia,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ETH,Ethiopia,SH.DYN.MORT,Under5_mortality,24,0,0,kept
ETH,Ethiopia,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
ETH,Ethiopia,SP.POP.TOTL,Population,24,0,0,kept
FIN,Finland,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
FIN,Finland,SH.DYN.MORT,Under5_mortality,24,0,0,kept
FIN,Finland,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
FIN,Finland,SP.POP.TOTL,Population,24,0,0,kept
FJI,Fiji,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
FJI,Fiji,SH.DYN.MORT,Under5_mortality,24,0,0,kept
FJI,Fiji,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
FJI,Fiji,SP.POP.TOTL,Population,24,0,0,kept
FRA,France,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
FRA,France,SH.DYN.MORT,Under5_mortality,24,0,0,kept
FRA,France,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
FRA,France,SP.POP.TOTL,Population,24,0,0,kept
FRO,Faroe Islands,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
FRO,Faroe Islands,SH.DYN.MORT,Under5_mortality,0,24,0,dropped_no_observation
FRO,Faroe Islands,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
FRO,Faroe Islands,SP.POP.TOTL,Population,24,0,0,kept
FSM,"Micronesia, Fed. Sts.",SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
FSM,"Micronesia, Fed. Sts.",SH.DYN.MORT,Under5_mortality,24,0,0,kept
FSM,"Micronesia, Fed. Sts.",SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
FSM,"Micronesia, Fed. Sts.",SP.POP.TOTL,Population,24,0,0,kept
GAB,Gabon,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
GAB,Gabon,SH.DYN.MORT,Under5_mortality,24,0,0,kept
GAB,Gabon,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
GAB,Gabon,SP.POP.TOTL,Population,24,0,0,kept
GBR,United Kingdom,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
GBR,United Kingdom,SH.DYN.MORT,Under5_mortality,24,0,0,kept
GBR,United Kingdom,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
GBR,United Kingdom,SP.POP.TOTL,Population,24,0,0,kept
GEO,Georgia,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
GEO,Georgia,SH.DYN.MORT,Under5_mortality,24,0,0,kept
GEO,Georgia,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
GEO,Georgia,SP.POP.TOTL,Population,24,0,0,kept
GHA,Ghana,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
GHA,Ghana,SH.DYN.MORT,Under5_mortality,24,0,0,kept
GHA,Ghana,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
GHA,Ghana,SP.POP.TOTL,Population,24,0,0,kept
GIB,Gibraltar,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
GIB,Gibraltar,SH.DYN.MORT,Under5_mortality,0,24,0,dropped_no_observation
GIB,Gibraltar,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
GIB,Gibraltar,SP.POP.TOTL,Population,24,0,0,kept
GIN,Guinea,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
GIN,Guinea,SH.DYN.MORT,Under5_mortality,24,0,0,kept
GIN,Guinea,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
GIN,Guinea,SP.POP.TOTL,Population,24,0,0,kept
GMB,"Gambia, The",SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
GMB,"Gambia, The",SH.DYN.MORT,Under5_mortality,24,0,0,kept
GMB,"Gambia, The",SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
GMB,"Gambia, The",SP.POP.TOTL,Population,24,0,0,kept
GNB,Guinea-Bissau,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
GNB,Guinea-Bissau,SH.DYN.MORT,Under5_mortality,24,0,0,kept
GNB,Guinea-Bissau,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
GNB,Guinea-Bissau,SP.POP.TOTL,Population,24,0,0,kept
GNQ,Equatorial Guinea,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
GNQ,Equatorial Guinea,SH.DYN.MORT,Under5_mortality,24,0,0,kept
GNQ,Equatorial Guinea,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
GNQ,Equatorial Guinea,SP.POP.TOTL,Population,24,0,0,kept
GRC,Greece,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
GRC,Greece,SH.DYN.MORT,Under5_mortality,24,0,0,kept
GRC,Greece,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
GRC,Greece,SP.POP.TOTL,Population,24,0,0,kept
GRD,Grenada,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
GRD,Grenada,SH.DYN.MORT,Under5_mortality,24,0,0,kept
GRD,Grenada,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
GRD,Grenada,SP.POP.TOTL,Population,24,0,0,kept
GRL,Greenland,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
GRL,Greenland,SH.DYN.MORT,Under5_mortality,0,24,0,dropped_no_observation
GRL,Greenland,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
GRL,Greenland,SP.POP.TOTL,Population,24,0,0,kept
GTM,Guatemala,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
GTM,Guatemala,SH.DYN.MORT,Under5_mortality,24,0,0,kept
GTM,Guatemala,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
GTM,Guatemala,SP.POP.TOTL,Population,24,0,0,kept
GUM,Guam,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
GUM,Guam,SH.DYN.MORT,Under5_mortality,0,24,0,dropped_no_observation
GUM,Guam,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
GUM,Guam,SP.POP.TOTL,Population,24,0,0,kept
GUY,Guyana,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
GUY,Guyana,SH.DYN.MORT,Under5_mortality,24,0,0,kept
GUY,Guyana,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
GUY,Guyana,SP.POP.TOTL,Population,24,0,0,kept
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
HKG,"Hong Kong SAR, China",SH.DYN.MORT,Under5_mortality,0,24,0,dropped_no_observation
HKG,"Hong Kong SAR, China",SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
