Country_Code,Country_Name,Objective,Indicator_Code,Clean_Name,Observed_Values,Internal_Max_Missing_Gap,Interpolated_Values,Status
COM,Comoros,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,24,0,0,kept
COM,Comoros,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,24,0,0,kept
COM,Comoros,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,3,9,0,dropped_internal_gap_gt_2_years
COM,Comoros,education,SE.PRM.NENR,Primary_Net_Enrollment,6,6,0,dropped_internal_gap_gt_2_years
COM,Comoros,education,SE.SEC.NENR,Secondary_Net_Enrollment,4,2,2,kept
COM,Comoros,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,3,13,0,dropped_internal_gap_gt_2_years
COM,Comoros,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,11,5,0,dropped_internal_gap_gt_2_years
COM,Comoros,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
COM,Comoros,health,SH.DYN.MORT,Under5_mortality,24,0,0,kept
COM,Comoros,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
COM,Comoros,health,SP.POP.TOTL,Population,24,0,0,kept
COM,Comoros,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
COM,Comoros,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
COM,Comoros,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,23,0,0,kept
COM,Comoros,environment,AG.LND.FRST.ZS,Forest_Area_Pct,24,0,0,kept
CPV,Cabo Verde,economy,NY.GDP.MKTP.CD,GDP_current_USD,24,0,0,kept
CPV,Cabo Verde,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,24,0,0,kept
CPV,Cabo Verde,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,24,0,0,kept
CPV,Cabo Verde,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,3,7,0,dropped_internal_gap_gt_2_years
CPV,Cabo Verde,education,SE.PRM.NENR,Primary_Net_Enrollment,19,0,0,kept
CPV,Cabo Verde,education,SE.SEC.NENR,Secondary_Net_Enrollment,15,1,2,kept
CPV,Cabo Verde,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,3,2,4,kept
CPV,Cabo Verde,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,20,1,2,kept
CPV,Cabo Verde,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CPV,Cabo Verde,health,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CPV,Cabo Verde,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CPV,Cabo Verde,health,SP.POP.TOTL,Population,24,0,0,kept
CPV,Cabo Verde,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
CPV,Cabo Verde,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
CPV,Cabo Verde,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,23,0,0,kept
CPV,Cabo Verde,environment,AG.LND.FRST.ZS,Forest_Area_Pct,24,0,0,kept
CRI,Costa Rica,economy,NY.GDP.MKTP.CD,GDP_current_USD,24,0,0,kept
CRI,Costa Rica,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,24,0,0,kept
CRI,Costa Rica,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,24,0,0,kept
CRI,Costa Rica,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,24,0,0,kept
CRI,Costa Rica,education,SE.PRM.NENR,Primary_Net_Enrollment,8,0,0,kept
CRI,Costa Rica,education,SE.SEC.NENR,Secondary_Net_Enrollment,8,0,0,kept
CRI,Costa Rica,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,2,10,0,dropped_internal_gap_gt_2_years
CRI,Costa Rica,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,23,1,1,kept
CRI,Costa Rica,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CRI,Costa Rica,health,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CRI,Costa Rica,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CRI,Costa Rica,health,SP.POP.TOTL,Population,24,0,0,kept
CRI,Costa Rica,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
CRI,Costa Rica,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
CRI,Costa Rica,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,22,0,0,kept
CRI,Costa Rica,environment,AG.LND.FRST.ZS,Forest_Area_Pct,24,0,0,kept
CUB,Cuba,economy,NY.GDP.MKTP.CD,GDP_current_USD,21,0,0,kept
CUB,Cuba,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,21,0,0,kept
CUB,Cuba,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,24,0,0,kept
CUB,Cuba,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,0,24,0,dropped_no_observation
CUB,Cuba,education,SE.PRM.NENR,Primary_Net_Enrollment,19,0,0,kept
CUB,Cuba,education,SE.SEC.NENR,Secondary_Net_Enrollment,19,0,0,kept
CUB,Cuba,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,3,9,0,dropped_internal_gap_gt_2_years
CUB,Cuba,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,22,1,1,kept
CUB,Cuba,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CUB,Cuba,health,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CUB,Cuba,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CUB,Cuba,health,SP.POP.TOTL,Population,24,0,0,kept
CUB,Cuba,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
CUB,Cuba,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
CUB,Cuba,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,22,0,0,kept
CUB,Cuba,environment,AG.LND.FRST.ZS,Forest_Area_Pct,24,0,0,kept
CUW,Curaçao,economy,NY.GDP.MKTP.CD,GDP_current_USD,24,0,0,kept
CUW,Curaçao,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,24,0,0,kept
CUW,Curaçao,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,23,0,0,kept
CUW,Curaçao,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,0,24,0,dropped_no_observation
CUW,Curaçao,education,SE.PRM.NENR,Primary_Net_Enrollment,0,24,0,dropped_no_observation
CUW,Curaçao,education,SE.SEC.NENR,Secondary_Net_Enrollment,0,24,0,dropped_no_observation
CUW,Curaçao,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,0,24,0,dropped_no_observation
CUW,Curaçao,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,13,0,0,kept
CUW,Curaçao,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CUW,Curaçao,health,SH.DYN.MORT,Under5_mortality,0,24,0,dropped_no_observation
CUW,Curaçao,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
CUW,Curaçao,health,SP.POP.TOTL,Population,24,0,0,kept
CUW,Curaçao,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,0,24,0,dropped_no_observation
CUW,Curaçao,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,0,24,0,dropped_no_observation
CUW,Curaçao,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,22,0,0,kept
CUW,Curaçao,environment,AG.LND.FRST.ZS,Forest_Area_Pct,13,0,0,kept
CYM,Cayman Islands,economy,NY.GDP.MKTP.CD,GDP_current_USD,18,0,0,kept
CYM,Cayman Islands,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,18,0,0,kept
CYM,Cayman Islands,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,17,0,0,kept
CYM,Cayman Islands,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,0,24,0,dropped_no_observation
CYM,Cayman Islands,education,SE.PRM.NENR,Primary_Net_Enrollment,0,24,0,dropped_no_observation
CYM,Cayman Islands,education,SE.SEC.NENR,Secondary_Net_Enrollment,0,24,0,dropped_no_observation
CYM,Cayman Islands,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,2,9,0,dropped_internal_gap_gt_2_years
CYM,Cayman Islands,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,6,0,0,kept
CYM,Cayman Islands,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CYM,Cayman Islands,health,SH.DYN.MORT,Under5_mortality,0,24,0,dropped_no_observation
CYM,Cayman Islands,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,0,24,0,dropped_no_observation
CYM,Cayman Islands,health,SP.POP.TOTL,Population,24,0,0,kept
CYM,Cayman Islands,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
CYM,Cayman Islands,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
CYM,Cayman Islands,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,23,0,0,kept
CYM,Cayman Islands,environment,AG.LND.FRST.ZS,Forest_Area_Pct,24,0,0,kept
CYP,Cyprus,economy,NY.GDP.MKTP.CD,GDP_current_USD,24,0,0,kept
CYP,Cyprus,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,24,0,0,kept
CYP,Cyprus,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,24,0,0,kept
CYP,Cyprus,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,20,0,0,kept
CYP,Cyprus,education,SE.PRM.NENR,Primary_Net_Enrollment,18,0,0,kept
CYP,Cyprus,education,SE.SEC.NENR,Secondary_Net_Enrollment,18,0,0,kept
CYP,Cyprus,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,2,9,0,dropped_internal_gap_gt_2_years
CYP,Cyprus,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,21,1,2,kept
CYP,Cyprus,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CYP,Cyprus,health,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CYP,Cyprus,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CYP,Cyprus,health,SP.POP.TOTL,Population,24,0,0,kept
CYP,Cyprus,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
CYP,Cyprus,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
CYP,Cyprus,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,22,0,0,kept
CYP,Cyprus,environment,AG.LND.FRST.ZS,Forest_Area_Pct,24,0,0,kept
CZE,Czechia,economy,NY.GDP.MKTP.CD,GDP_current_USD,24,0,0,kept
CZE,Czechia,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,24,0,0,kept
CZE,Czechia,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,24,0,0,kept
CZE,Czechia,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,21,1,1,kept
CZE,Czechia,education,SE.PRM.NENR,Primary_Net_Enrollment,11,0,0,kept
CZE,Czechia,education,SE.SEC.NENR,Secondary_Net_Enrollment,8,8,0,dropped_internal_gap_gt_2_years
CZE,Czechia,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,0,24,0,dropped_no_observation
CZE,Czechia,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,23,0,0,kept
CZE,Czechia,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
CZE,Czechia,health,SH.DYN.MORT,Under5_mortality,24,0,0,kept
CZE,Czechia,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
CZE,Czechia,health,SP.POP.TOTL,Population,24,0,0,kept
CZE,Czechia,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
CZE,Czechia,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
CZE,Czechia,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,22,0,0,kept
CZE,Czechia,environment,AG.LND.FRST.ZS,Forest_Area_Pct,24,0,0,kept
DEU,Germany,economy,NY.GDP.MKTP.CD,GDP_current_USD,24,0,0,kept
DEU,Germany,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,24,0,0,kept
DEU,Germany,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,24,0,0,kept
DEU,Germany,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,23,0,0,kept
DEU,Germany,education,SE.PRM.NENR,Primary_Net_Enrollment,18,0,0,kept
DEU,Germany,education,SE.SEC.NENR,Secondary_Net_Enrollment,16,0,0,kept
DEU,Germany,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,0,24,0,dropped_no_observation
DEU,Germany,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,14,1,1,kept
DEU,Germany,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
DEU,Germany,health,SH.DYN.MORT,Under5_mortality,24,0,0,kept
DEU,Germany,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
DEU,Germany,health,SP.POP.TOTL,Population,24,0,0,kept
DEU,Germany,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
DEU,Germany,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
DEU,Germany,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,22,0,0,kept
DEU,Germany,environment,AG.LND.FRST.ZS,Forest_Area_Pct,24,0,0,kept
DJI,Djibouti,economy,NY.GDP.MKTP.CD,GDP_current_USD,24,0,0,kept
DJI,Djibouti,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,24,0,0,kept
DJI,Djibouti,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,10,0,0,kept
DJI,Djibouti,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,4,9,0,dropped_internal_gap_gt_2_years
DJI,Djibouti,education,SE.PRM.NENR,Primary_Net_Enrollment,17,1,3,kept
DJI,Djibouti,education,SE.SEC.NENR,Secondary_Net_Enrollment,6,6,0,dropped_internal_gap_gt_2_years
DJI,Djibouti,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,0,24,0,dropped_no_observation
DJI,Djibouti,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,16,2,3,kept
DJI,Djibouti,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
DJI,Djibouti,health,SH.DYN.MORT,Under5_mortality,24,0,0,kept
DJI,Djibouti,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
DJI,Djibouti,health,SP.POP.TOTL,Population,24,0,0,kept
DJI,Djibouti,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
DJI,Djibouti,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
DJI,Djibouti,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,23,0,0,kept
DJI,Djibouti,environment,AG.LND.FRST.ZS,Forest_Area_Pct,24,0,0,kept
DMA,Dominica,economy,NY.GDP.MKTP.CD,GDP_current_USD,24,0,0,kept
DMA,Dominica,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,24,0,0,kept
DMA,Dominica,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,24,0,0,kept
DMA,Dominica,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,0,24,0,dropped_no_observation
DMA,Dominica,education,SE.PRM.NENR,Primary_Net_Enrollment,12,4,0,dropped_internal_gap_gt_2_years
DMA,Dominica,education,SE.SEC.NENR,Secondary_Net_Enrollment,11,3,0,dropped_internal_gap_gt_2_years
DMA,Dominica,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,0,24,0,dropped_no_observation
DMA,Dominica,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,12,0,0,kept
DMA,Dominica,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
DMA,Dominica,health,SH.DYN.MORT,Under5_mortality,24,0,0,kept
DMA,Dominica,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
DMA,Dominica,health,SP.POP.TOTL,Population,24,0,0,kept
DMA,Dominica,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
DMA,Dominica,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
DMA,Dominica,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,23,0,0,kept
DMA,Dominica,environment,AG.LND.FRST.ZS,Forest_Area_Pct,24,0,0,kept
DNK,Denmark,economy,NY.GDP.MKTP.CD,GDP_current_USD,24,0,0,kept
DNK,Denmark,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,24,0,0,kept
DNK,Denmark,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,24,0,0,kept
DNK,Denmark,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,22,2,2,kept
DNK,Denmark,education,SE.PRM.NENR,Primary_Net_Enrollment,17,1,1,kept
DNK,Denmark,education,SE.SEC.NENR,Secondary_Net_Enrollment,18,0,0,kept
DNK,Denmark,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,0,24,0,dropped_no_observation
DNK,Denmark,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,22,1,1,kept
DNK,Denmark,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
DNK,Denmark,health,SH.DYN.MORT,Under5_mortality,24,0,0,kept
DNK,Denmark,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
DNK,Denmark,health,SP.POP.TOTL,Population,24,0,0,kept
DNK,Denmark,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
DNK,Denmark,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
DNK,Denmark,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,22,0,0,kept
DNK,Denmark,environment,AG.LND.FRST.ZS,Forest_Area_Pct,24,0,0,kept
DOM,Dominican Republic,economy,NY.GDP.MKTP.CD,GDP_current_USD,24,0,0,kept
DOM,Dominican Republic,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,24,0,0,kept
DOM,Dominican Republic,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,24,0,0,kept
DOM,Dominican Republic,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,24,0,0,kept
DOM,Dominican Republic,education,SE.PRM.NENR,Primary_Net_Enrollment,18,1,1,kept
DOM,Dominican Republic,education,SE.SEC.NENR,Secondary_Net_Enrollment,16,1,3,kept
DOM,Dominican Republic,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,16,4,0,dropped_internal_gap_gt_2_years
DOM,Dominican Republic,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,18,3,0,dropped_internal_gap_gt_2_years
DOM,Dominican Republic,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
DOM,Dominican Republic,health,SH.DYN.MORT,Under5_mortality,24,0,0,kept
DOM,Dominican Republic,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
DOM,Dominican Republic,health,SP.POP.TOTL,Population,24,0,0,kept
DOM,Dominican Republic,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
DOM,Dominican Republic,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
DOM,Dominican Republic,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,22,0,0,kept
DOM,Dominican Republic,environment,AG.LND.FRST.ZS,Forest_Area_Pct,24,0,0,kept
DZA,Algeria,economy,NY.GDP.MKTP.CD,GDP_current_USD,24,0,0,kept
DZA,Algeria,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,24,0,0,kept
DZA,Algeria,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,24,0,0,kept
DZA,Algeria,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,1,0,0,kept
DZA,Algeria,education,SE.PRM.NENR,Primary_Net_Enrollment,17,2,2,kept
DZA,Algeria,education,SE.SEC.NENR,Secondary_Net_Enrollment,0,24,0,dropped_no_observation
DZA,Algeria,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,3,3,0,dropped_internal_gap_gt_2_years
DZA,Algeria,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,15,1,1,kept
DZA,Algeria,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
DZA,Algeria,health,SH.DYN.MORT,Under5_mortality,24,0,0,kept
DZA,Algeria,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
DZA,Algeria,health,SP.POP.TOTL,Population,24,0,0,kept
DZA,Algeria,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
DZA,Algeria,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
DZA,Algeria,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,22,0,0,kept
DZA,Algeria,environment,AG.LND.FRST.ZS,Forest_Area_Pct,24,0,0,kept
ECU,Ecuador,economy,NY.GDP.MKTP.CD,GDP_current_USD,24,0,0,kept
ECU,Ecuador,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,24,0,0,kept
ECU,Ecuador,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,24,0,0,kept
ECU,Ecuador,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,22,2,2,kept
ECU,Ecuador,education,SE.PRM.NENR,Primary_Net_Enrollment,18,1,1,kept
ECU,Ecuador,education,SE.SEC.NENR,Secondary_Net_Enrollment,18,1,1,kept
ECU,Ecuador,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,15,5,0,dropped_internal_gap_gt_2_years
ECU,Ecuador,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,16,8,0,dropped_internal_gap_gt_2_years
ECU,Ecuador,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ECU,Ecuador,health,SH.DYN.MORT,Under5_mortality,24,0,0,kept
ECU,Ecuador,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
ECU,Ecuador,health,SP.POP.TOTL,Population,24,0,0,kept
ECU,Ecuador,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
ECU,Ecuador,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
ECU,Ecuador,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,22,0,0,kept
ECU,Ecuador,environment,AG.LND.FRST.ZS,Forest_Area_Pct,24,0,0,kept
EGY,"Egypt, Arab Rep.",economy,NY.GDP.MKTP.CD,GDP_current_USD,24,0,0,kept
EGY,"Egypt, Arab Rep.",economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,24,0,0,kept
EGY,"Egypt, Arab Rep.",economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,24,0,0,kept
EGY,"Egypt, Arab Rep.",economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,8,3,0,dropped_internal_gap_gt_2_years
EGY,"Egypt, Arab Rep.",education,SE.PRM.NENR,Primary_Net_Enrollment,16,1,3,kept
EGY,"Egypt, Arab Rep.",education,SE.SEC.NENR,Secondary_Net_Enrollment,4,1,1,kept
EGY,"Egypt, Arab Rep.",education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,8,3,0,dropped_internal_gap_gt_2_years
EGY,"Egypt, Arab Rep.",education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,6,0,0,kept
EGY,"Egypt, Arab Rep.",health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
EGY,"Egypt, Arab Rep.",health,SH.DYN.MORT,Under5_mortality,24,0,0,kept
EGY,"Egypt, Arab Rep.",health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
EGY,"Egypt, Arab Rep.",health,SP.POP.TOTL,Population,24,0,0,kept
EGY,"Egypt, Arab Rep.",environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
EGY,"Egypt, Arab Rep.",environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
EGY,"Egypt, Arab Rep.",environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,22,0,0,kept
EGY,"Egypt, Arab Rep.",environment,AG.LND.FRST.ZS,Forest_Area_Pct,24,0,0,kept
ERI,Eritrea,economy,NY.GDP.MKTP.CD,GDP_current_USD,12,0,0,kept
ERI,Eritrea,economy,NY.GDP.PCAP.CD,GDP_per_capita_current_USD,12,0,0,kept
ERI,Eritrea,economy,NY.GDP.MKTP.KD.ZG,GDP_growth_annual_pct,12,0,0,kept
ERI,Eritrea,economy,SI.POV.DDAY,Poverty_headcount_3usd_2021PPP_pct,0,24,0,dropped_no_observation
ERI,Eritrea,education,SE.PRM.NENR,Primary_Net_Enrollment,18,1,1,kept
ERI,Eritrea,education,SE.SEC.NENR,Secondary_Net_Enrollment,18,1,1,kept
ERI,Eritrea,education,SE.ADT.LITR.ZS,Adult_Literacy_Rate,2,5,0,dropped_internal_gap_gt_2_years
ERI,Eritrea,education,SE.XPD.TOTL.GD.ZS,Education_Expenditure_GDP,4,1,2,kept
ERI,Eritrea,health,SP.DYN.LE00.IN,Life_expectancy,24,0,0,kept
ERI,Eritrea,health,SH.DYN.MORT,Under5_mortality,24,0,0,kept
ERI,Eritrea,health,SH.XPD.CHEX.GD.ZS,Health_expenditure_pct_GDP,24,0,0,kept
ERI,Eritrea,health,SP.POP.TOTL,Population,24,0,0,kept
ERI,Eritrea,environment,EN.GHG.CO2.MT.CE.AR5,CO2_Emissions_Total_MtCO2e,24,0,0,kept
ERI,Eritrea,environment,EN.GHG.CO2.PC.CE.AR5,CO2_Emissions_Per_Capita,24,0,0,kept
ERI,Eritrea,environment,EG.FEC.RNEW.ZS,Renewable_Energy_Pct,22,0,0,kept
